joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,joint6output_to_joint6,joint2_to_joint1_vel,joint3_to_joint2_vel,joint4_to_joint3_vel,joint5_to_joint4_vel,joint6_to_joint5_vel,joint6output_to_joint6_vel
-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,0.0,0.0,0.0,0.0,0.0,0.0
-0.05155125688137018,-0.03740803456709377,0.019934276709495893,0.005974723142285489,0.02079398450451756,-0.04763167152700429,-0.27329956555140034,-0.1976420760608793,0.1091038136923728,0.03442883836956425,0.1137027185261825,-0.2523322088086728
-0.10264119576274021,-0.07435475113418738,0.04032987141899194,0.012410764284571133,0.04204928700903528,-0.09480202505400842,-0.4455146957652623,-0.32218291020340895,0.17785374911196336,0.05612359251585797,0.18535057657216936,-0.41133511139090984
-0.15373113464411023,-0.11130146770128099,0.06072546612848799,0.018846805426856777,0.06330458951355299,-0.14197237858101255,-0.547284724653958,-0.3957799528835026,0.21848132292071637,0.06894404420009534,0.22769066930443,-0.5052974128976692
-0.20482107352548026,-0.1482481842683746,0.08112106083798404,0.025282846569142422,0.08455989201807071,-0.1891427321080167,-0.6280140948476338,-0.4541610201639208,0.2507092635226083,0.07911390463315937,0.2612770705027193,-0.579833280730478
-0.25591101240685027,-0.18519490083546822,0.10151665554748009,0.03171888771142806,0.10581519452258842,-0.23631308563502082,-0.6961536065268926,-0.5034374781154444,0.27791121158404763,0.08769776106722688,0.28962562532514236,-0.642745175429184
-0.3070009512882203,-0.22214161740256183,0.12191225025697613,0.03815492885371371,0.12707049702710613,-0.28348343916202495,-0.7535362741324785,-0.5449349079873056,0.30081892408984645,0.09492652699746609,0.31349893551455194,-0.6957254838136406
-0.35809089016959034,-0.25908833396965547,0.1423078449664722,0.044590969995999354,0.14832579953162386,-0.33065379268902906,-0.803754179017226,-0.5812509956357601,0.3208663944453612,0.10125271389442242,0.33439143965214513,-0.7420907051989964
-0.40918082905096037,-0.29603505053674906,0.16270343967596823,0.051027011138285,0.16958110203614157,-0.3778241462160332,-0.8575945701529111,-0.6201867570538852,0.34235999613382595,0.10803524251068543,0.3567910319321005,-0.7918004981545046
-0.46027076793233035,-0.33298176710384264,0.18309903438546427,0.05746305228057064,0.19083640454065925,-0.4249944997430373,-0.9100836399861445,-0.6581452833011352,0.3633141373686171,0.11464753879374442,0.37862842461477153,-0.8402626422585774
-0.5113607068137004,-0.3699284836709363,0.20349462909496033,0.06389909342285628,0.212091707045177,-0.4721648532700415,-0.9516541013173898,-0.6882077982697896,0.37990946513300433,0.11988436634315555,0.3959232726845582,-0.8786438460769777
-0.5624506456950704,-0.40687520023802987,0.22389022380445636,0.07033513456514193,0.2333470095496947,-0.5193352067970456,-0.9852950739638222,-0.7125359440578505,0.3933392647912708,0.12412227871415463,0.40991916044254595,-0.9097039061880132
-0.6135405845764405,-0.4438219168051235,0.24428581851395242,0.07677117570742757,0.2546023120542124,-0.5665055603240498,-1.0,-0.7231701069927536,0.39920961261774596,0.12597472776841684,0.41603695306569405,-0.9232806803024929
-0.6646305234578105,-0.4807686333722171,0.26468141322344846,0.08320721684971322,0.27585761455873015,-0.6136759138510538,-1.0,-0.7231701069927542,0.39920961261774623,0.12597472776841684,0.4160369530656943,-0.9232806803024929
-0.7157204623391805,-0.5177153499393108,0.28507700793294455,0.08964325799199886,0.2971129170632479,-0.660846267378058,-1.0,-0.7231701069927539,0.3992096126177461,0.12597472776841684,0.4160369530656942,-0.9232806803024949
-0.7668104012205504,-0.5546620665064043,0.3054726026424405,0.0960792991342845,0.31836821956776556,-0.7080166209050621,-1.0,-0.7231701069927532,0.3992096126177457,0.12597472776841684,0.41603695306569377,-0.923280680302494
-0.8179003401019206,-0.591608783073498,0.3258681973519366,0.10251534027657015,0.3396235220722833,-0.7551869744320663,-1.0,-0.7231701069927542,0.39920961261774623,0.12597472776841684,0.41603695306569377,-0.9232806803024929
-0.8689902789832905,-0.6285554996405915,0.34626379206143265,0.10895138141885578,0.360878824576801,-0.8023573279590703,-1.0,-0.7231701069927539,0.3992096126177461,0.12597472776841684,0.4160369530656937,-0.9232806803024938
-0.9200802178646605,-0.6655022162076851,0.3666593867709287,0.11538742256114143,0.38213412708131866,-0.8495276814860745,-1.0,-0.7231701069927534,0.3992096126177458,0.12597472776841684,0.4160369530656939,-0.9232806803024929
-0.9711701567460307,-0.7024489327747788,0.3870549814804248,0.12182346370342709,0.40338942958583646,-0.8966980350130787,-1.0,-0.7231701069927542,0.39920961261774623,0.12597472776841684,0.4160369530656943,-0.923280680302494
-1.0222600956274006,-0.7393956493418724,0.4074505761899208,0.12825950484571272,0.42464473209035414,-0.9438683885400828,-1.0,-0.7231701069927546,0.39920961261774657,0.12597472776841684,0.41603695306569466,-0.9232806803024949
-1.0733500345087705,-0.776342365908966,0.42784617089941684,0.13469554598799835,0.4459000345948719,-0.9910387420670869,-1.0,-0.7231701069927531,0.3992096126177457,0.12597472776841684,0.41603695306569377,-0.9232806803024929
-1.1244399733901407,-0.8132890824760596,0.4482417656089129,0.141131587130284,0.46715533709938956,-1.038209095594091,-0.9757328438033743,-0.705620825049629,0.3895219305931561,0.12291767937283328,0.40594091934208,-0.9008752838202656
-1.1755299122715108,-0.8502357990431533,0.46863736031840897,0.14756762827256967,0.48841063960390735,-1.0853794491210953,-0.9329027559233309,-0.6746473858149105,0.3724237478021808,0.11752217071184745,0.3881220200809312,-0.8613310911449645
